selected,abbrevref_id,isolabel_ext,abbrev,insert_date,default_abbrev
t,5,CO-ANT-Cocorna,CO-A-COR,2023-11-30,f
t,5,CO-ANT-Cocorna,CO-A-Cocorna,2023-11-30,f
t,1,CO-ANT-Cocorna,CO-ANT-COR,2022-09-14,f
t,5,CO-ANT-Cocorna,CO-Cocorna,2023-11-30,f
t,5,CO-ANT-Cocorna,co;ant;cocorna,2023-11-30,f
t,5,CO-ANT-Cocorna,co;antioquia;cocorna,2023-11-30,f
t,5,CO-ANT-Concepcion,CO-5206,2023-11-30,t
t,5,CO-ANT-Concepcion,CO-A-COP,2023-11-30,f
t,5,CO-ANT-Concepcion,CO-A-Concepcion,2023-11-30,f
t,1,CO-ANT-Concepcion,CO-ANT-COP,2022-09-14,f
t,5,CO-ANT-Concepcion,co;ant;concepcion,2023-11-30,f
t,5,CO-ANT-Concepcion,co;antioquia;concepcion,2023-11-30,f
t,5,CO-ANT-Concordia,CO-5209,2023-11-30,t
t,5,CO-ANT-Concordia,CO-A-CON,2023-11-30,f
t,5,CO-ANT-Concordia,CO-A-Concordia,2023-11-30,f
t,1,CO-ANT-Concordia,CO-ANT-CON,2022-09-14,f
t,5,CO-ANT-Concordia,co;ant;concordia,2023-11-30,f
t,5,CO-ANT-Concordia,co;antioquia;concordia,2023-11-30,f
t,5,CO-ANT-Copacabana,CO-5212,2023-11-30,t
t,5,CO-ANT-Copacabana,CO-A-COB,2023-11-30,f
t,5,CO-ANT-Copacabana,CO-A-Copacabana,2023-11-30,f
t,1,CO-ANT-Copacabana,CO-ANT-COB,2022-09-14,f
t,5,CO-ANT-Copacabana,CO-Copacabana,2023-11-30,f
t,5,CO-ANT-Copacabana,co;ant;copacabana,2023-11-30,f
t,5,CO-ANT-Copacabana,co;antioquia;copacabana,2023-11-30,f
t,5,CO-ANT-Dabeiba,CO-5234,2023-11-30,t
t,5,CO-ANT-Dabeiba,CO-A-DAB,2023-11-30,f
t,5,CO-ANT-Dabeiba,CO-A-Dabeiba,2023-11-30,f
t,1,CO-ANT-Dabeiba,CO-ANT-DAB,2022-09-14,f
t,5,CO-ANT-Dabeiba,CO-Dabeiba,2023-11-30,f
t,5,CO-ANT-Dabeiba,co;ant;dabeiba,2023-11-30,f
t,5,CO-ANT-Dabeiba,co;antioquia;dabeiba,2023-11-30,f
t,5,CO-ANT-DonMatias,CO-5237,2023-11-30,t
t,5,CO-ANT-DonMatias,CO-A-DON,2023-11-30,f
t,5,CO-ANT-DonMatias,CO-A-DonMatias,2023-11-30,f
t,1,CO-ANT-DonMatias,CO-ANT-DON,2022-09-14,f
t,5,CO-ANT-DonMatias,CO-DonMatias,2023-11-30,f
t,5,CO-ANT-DonMatias,co;ant;don.matias,2023-11-30,f
t,5,CO-ANT-DonMatias,co;antioquia;don.matias,2023-11-30,f
t,5,CO-ANT-Ebejico,CO-5240,2023-11-30,t
t,5,CO-ANT-Ebejico,CO-A-EBE,2023-11-30,f
t,5,CO-ANT-Ebejico,CO-A-Ebejico,2023-11-30,f
t,1,CO-ANT-Ebejico,CO-ANT-EBE,2022-09-14,f
t,5,CO-ANT-Ebejico,CO-Ebejico,2023-11-30,f
t,5,CO-ANT-Ebejico,co;ant;ebejico,2023-11-30,f
t,5,CO-ANT-Ebejico,co;antioquia;ebejico,2023-11-30,f
t,5,CO-ANT-ElBagre,CO-5250,2023-11-30,t
t,5,CO-ANT-ElBagre,CO-A-ELB,2023-11-30,f
t,5,CO-ANT-ElBagre,CO-A-ElBagre,2023-11-30,f
t,1,CO-ANT-ElBagre,CO-ANT-ELB,2022-09-14,f
